logistica_brl,desconto_brl,lote_id,indice_qualidade_1a10,perda_processamento_pct,id_pedido
617.23,391.01,POLPA-202509-8446,9.0,0.82,Polpa congelada_Setembro_428
489.2,19.45,POLPA-202509-5122,8.0,1.29,Polpa congelada_Setembro_429
177.3,87.23,POLPA-202509-3278,7.0,1.11,Polpa congelada_Setembro_430
359.06,82.58,POLPA-202509-9721,9.0,2.54,Polpa congelada_Setembro_431
861.85,741.85,POLPA-202509-8228,7.0,2.47,Polpa congelada_Setembro_432
157.25,31.9,POLPA-202509-2010,9.0,1.34,Polpa congelada_Setembro_433
924.46,256.49,POLPA-202509-9410,9.0,1.16,Polpa congelada_Setembro_434
195.59,5.82,POLPA-202509-8465,7.0,2.16,Polpa congelada_Setembro_435
266.89,14.01,POLPA-202509-9059,10.0,3.0,Polpa congelada_Setembro_436
803.64,224.03,POLPA-202509-6561,9.0,1.05,Polpa congelada_Setembro_437
224.43,178.92,POLPA-202509-9921,8.0,1.8,Polpa congelada_Setembro_438
683.35,137.05,POLPA-202509-1997,10.0,3.54,Polpa congelada_Setembro_439
989.33,448.76,POLPA-202509-1999,7.0,0.3,Polpa congelada_Setembro_440
165.68,68.01,POLPA-202509-8990,7.0,0.54,Polpa congelada_Setembro_441
916.95,758.0,POLPA-202509-9752,7.0,1.91,Polpa congelada_Setembro_442
417.55,5.74,POLPA-202509-6164,10.0,2.47,Polpa congelada_Setembro_443
531.42,35.89,POLPA-202509-9298,9.0,2.25,Polpa congelada_Setembro_444
292.72,276.33,POLPA-202509-7028,7.0,1.61,Polpa congelada_Setembro_445
1062.07,500.57,POLPA-202509-5735,7.0,1.77,Polpa congelada_Setembro_446
190.48,103.2,POLPA-202509-2095,10.0,2.9,Polpa congelada_Setembro_447
1044.26,323.5,POLPA-202509-5502,8.0,1.5,Polpa congelada_Setembro_448
493.89,475.73,POLPA-202509-5819,9.0,2.23,Polpa congelada_Setembro_449
257.82,289.87,POLPA-202509-3119,9.0,0.47,Polpa congelada_Setembro_450
519.29,11.0,POLPA-202509-9456,10.0,2.65,Polpa congelada_Setembro_451
171.79,50.22,POLPA-202509-6273,7.0,1.33,Polpa congelada_Setembro_452
649.48,282.54,POLPA-202509-1399,9.0,3.29,Polpa congelada_Setembro_453
469.94,143.21,POLPA-202509-2955,8.0,1.52,Polpa congelada_Setembro_454
422.69,54.41,POLPA-202509-7987,7.0,1.32,Polpa congelada_Setembro_455
57.54,37.45,POLPA-202509-9264,8.0,1.22,Polpa congelada_Setembro_456
441.95,335.64,POLPA-202509-9272,9.0,1.86,Polpa congelada_Setembro_457
310.57,62.23,POLPA-202509-4349,9.0,1.67,Polpa congelada_Setembro_458
839.78,18.26,POLPA-202509-9805,6.0,2.67,Polpa congelada_Setembro_459
439.23,256.25,POLPA-202509-8458,8.0,0.78,Polpa congelada_Setembro_460
1081.72,32.39,POLPA-202509-3273,9.0,3.06,Polpa congelada_Setembro_461
913.68,57.62,POLPA-202509-6803,7.0,1.14,Polpa congelada_Setembro_462
1209.4,203.99,POLPA-202509-7600,8.387342513917375,2.4,Polpa congelada_Setembro_463
953.26,755.24,POLPA-202509-1831,8.0,1.05,Polpa congelada_Setembro_464
354.2,124.66,POLPA-202509-1823,10.0,1.41,Polpa congelada_Setembro_465
170.97,76.64,POLPA-202509-5262,9.0,2.87,Polpa congelada_Setembro_466
223.83,206.55,POLPA-202509-9664,9.0,2.34,Polpa congelada_Setembro_467
70.23,25.29,POLPA-202509-9194,8.0,0.88,Polpa congelada_Setembro_468
254.98,104.63,POLPA-202509-2716,7.0,2.22,Polpa congelada_Setembro_469
673.66,61.88,POLPA-202509-6907,9.0,2.12,Polpa congelada_Setembro_470
695.04,6.66,POLPA-202509-9856,9.0,1.87,Polpa congelada_Setembro_471
111.78,28.05,POLPA-202509-6466,7.0,2.16,Polpa congelada_Setembro_472
449.36,8.65,POLPA-202509-9981,8.0,1.22,Polpa congelada_Setembro_473
398.08,49.96,POLPA-202509-9470,9.0,0.3,Polpa congelada_Setembro_474
659.74,333.96,POLPA-202509-2277,9.0,1.66,Polpa congelada_Setembro_475
365.25,145.12,POLPA-202509-9307,9.0,0.6,Polpa congelada_Setembro_476
621.18,65.33,POLPA-202509-4845,9.0,1.9,Polpa congelada_Setembro_477
799.12,17.0,POLPA-202509-1671,7.0,1.57,Polpa congelada_Setembro_478
689.93,251.38,POLPA-202509-3585,8.0,1.3,Polpa congelada_Setembro_479
1496.26,305.49,POLPA-202509-2004,9.0,1.74,Polpa congelada_Setembro_480
333.83,53.6,POLPA-202509-4201,10.0,2.36,Polpa congelada_Setembro_481
452.9,73.99,POLPA-202509-9319,8.0,1.78,Polpa congelada_Setembro_482
165.95,28.07,POLPA-202509-4624,7.0,1.69,Polpa congelada_Setembro_483
744.48,180.64,POLPA-202509-9993,10.0,1.71,Polpa congelada_Setembro_484
198.59,181.97,POLPA-202509-8406,6.0,0.78,Polpa congelada_Setembro_485
354.83,56.11,POLPA-202509-7468,9.0,1.78,Polpa congelada_Setembro_486
734.44,319.4,POLPA-202509-3247,7.0,3.07,Polpa congelada_Setembro_487
677.58,129.37,POLPA-202509-8803,9.0,2.21,Polpa congelada_Setembro_488
199.18,48.26,POLPA-202509-8638,9.0,1.74,Polpa congelada_Setembro_489
971.98,387.01,POLPA-202509-7716,9.0,1.91,Polpa congelada_Setembro_490
152.42,175.16,POLPA-202509-4054,7.0,1.3,Polpa congelada_Setembro_491
578.7460611353711,321.27,POLPA-202509-6740,10.0,2.16,Polpa congelada_Setembro_492
601.84,22.45,POLPA-202509-5687,8.0,1.97,Polpa congelada_Setembro_493
449.85,584.81,POLPA-202509-3600,8.0,1.17,Polpa congelada_Setembro_494
189.55,17.24,POLPA-202509-3775,8.0,2.38,Polpa congelada_Setembro_495
906.14,467.97,POLPA-202509-2159,7.0,2.23,Polpa congelada_Setembro_496
335.18,36.24,POLPA-202509-6886,8.0,1.38,Polpa congelada_Setembro_497
319.31,39.12,POLPA-202509-3864,6.0,3.37,Polpa congelada_Setembro_498
179.88,30.51,POLPA-202509-4996,7.0,2.3,Polpa congelada_Setembro_499
1058.53,127.14,POLPA-202509-2083,8.0,1.78,Polpa congelada_Setembro_500
1325.97,428.35,POLPA-202509-9630,9.0,0.69,Polpa congelada_Setembro_501
566.4,59.84,POLPA-202509-3966,9.0,1.93,Polpa congelada_Setembro_502
434.86,103.68,POLPA-202509-7922,9.0,1.61,Polpa congelada_Setembro_503
887.46,836.05,POLPA-202509-1714,9.0,0.3,Polpa congelada_Setembro_504
1273.65,785.44,POLPA-202509-1558,8.0,1.93,Polpa congelada_Setembro_505
304.23,10.17,POLPA-202509-1335,9.0,2.09,Polpa congelada_Setembro_506
173.26,124.75,POLPA-202509-5967,8.0,2.0,Polpa congelada_Setembro_507
582.35,755.79,POLPA-202509-4433,8.0,2.45,Polpa congelada_Setembro_508
654.87,507.92,POLPA-202509-2152,7.0,1.43,Polpa congelada_Setembro_509
476.78,226.48,POLPA-202509-4322,9.0,1.16,Polpa congelada_Setembro_510
316.17,238.87,POLPA-202509-5325,9.0,1.2,Polpa congelada_Setembro_511
854.84,830.0,POLPA-202509-1617,9.0,0.42,Polpa congelada_Setembro_512
147.51,31.18,POLPA-202509-9273,8.0,1.6,Polpa congelada_Setembro_513
121.58,76.31,POLPA-202509-3537,9.0,2.5,Polpa congelada_Setembro_514
235.87,83.47,POLPA-202509-3777,9.0,0.54,Polpa congelada_Setembro_515
153.43,84.8,POLPA-202509-3682,9.0,3.88,Polpa congelada_Setembro_516
500.21,44.96,POLPA-202509-3045,7.0,0.55,Polpa congelada_Setembro_517
1041.43,278.15,POLPA-202509-1899,9.0,0.66,Polpa congelada_Setembro_518
317.77,75.66,POLPA-202509-6558,8.0,2.51,Polpa congelada_Setembro_519
122.92,41.05,POLPA-202509-7305,7.0,1.03,Polpa congelada_Setembro_520
586.59,152.43,POLPA-202509-4452,8.0,0.91,Polpa congelada_Setembro_521
365.48,382.08,POLPA-202509-6532,8.0,4.5,Polpa congelada_Setembro_522
414.32,12.4,POLPA-202509-7881,10.0,2.33,Polpa congelada_Setembro_523
779.6,279.36,POLPA-202509-3243,10.0,0.41,Polpa congelada_Setembro_524
161.08,39.38,POLPA-202509-2488,7.0,1.12,Polpa congelada_Setembro_525
420.56,161.91,POLPA-202509-2906,9.0,2.85,Polpa congelada_Setembro_526
164.63,93.41,POLPA-202509-6006,9.0,2.36,Polpa congelada_Setembro_527
647.73,103.39,POLPA-202509-8296,9.0,1.33,Polpa congelada_Setembro_528
1490.98,196.34738686131388,POLPA-202509-1329,6.0,2.02,Polpa congelada_Setembro_529
509.16,159.13,POLPA-202509-7704,7.0,2.66,Polpa congelada_Setembro_530
177.83,30.78,POLPA-202509-3136,10.0,1.91,Polpa congelada_Setembro_531
301.48,402.38,POLPA-202509-8003,7.0,0.3,Polpa congelada_Setembro_532
986.2,313.55,POLPA-202509-6410,8.0,1.11,Polpa congelada_Setembro_533
456.04,111.2,POLPA-202509-7714,9.0,1.72,Polpa congelada_Setembro_534
494.29,146.41,POLPA-202509-5601,8.0,1.39,Polpa congelada_Setembro_535
744.91,119.26,POLPA-202509-9141,7.0,0.3,Polpa congelada_Setembro_536
115.91,49.59,POLPA-202509-8675,8.0,0.57,Polpa congelada_Setembro_537
1092.35,113.3,POLPA-202509-7329,9.0,2.86,Polpa congelada_Setembro_538
294.36,83.52,POLPA-202509-5158,8.0,2.21,Polpa congelada_Setembro_539
317.3,104.43,POLPA-202509-5747,10.0,2.68,Polpa congelada_Setembro_540
471.98,142.79,POLPA-202509-2371,10.0,4.43,Polpa congelada_Setembro_541
313.78,49.14,POLPA-202509-2155,7.0,2.27,Polpa congelada_Setembro_542
475.94,104.54,POLPA-202509-2190,7.0,2.07,Polpa congelada_Setembro_543
114.05,196.34738686131388,POLPA-202509-2832,8.387342513917375,2.7,Polpa congelada_Setembro_544
241.9,52.54,POLPA-202509-3702,9.0,3.35,Polpa congelada_Setembro_545
495.27,241.3,POLPA-202509-1978,8.0,4.5,Polpa congelada_Setembro_546
68.47,12.05,POLPA-202509-5921,7.0,1.58,Polpa congelada_Setembro_547
104.72,109.57,POLPA-202509-4202,8.0,1.38,Polpa congelada_Setembro_548
702.55,25.76,POLPA-202509-8002,9.0,0.35,Polpa congelada_Setembro_549
2033.92,344.52,POLPA-202509-4742,9.0,2.32,Polpa congelada_Setembro_550
1380.42,639.42,POLPA-202509-7269,9.0,2.46,Polpa congelada_Setembro_551
196.04,48.49,POLPA-202509-9237,9.0,1.93,Polpa congelada_Setembro_552
135.82,19.55,POLPA-202509-9656,7.0,1.6,Polpa congelada_Setembro_553
97.65,3.71,POLPA-202509-8454,8.0,0.38,Polpa congelada_Setembro_554
567.53,73.86,POLPA-202509-5003,8.0,2.67,Polpa congelada_Setembro_555
208.97,10.01,POLPA-202509-1180,8.0,2.29,Polpa congelada_Setembro_556
596.75,353.48,POLPA-202509-2707,9.0,2.16,Polpa congelada_Setembro_557
901.67,278.3,POLPA-202509-6376,8.0,2.02,Polpa congelada_Setembro_558
2154.0,236.46,POLPA-202509-7866,8.0,0.3,Polpa congelada_Setembro_559
1300.48,301.78,POLPA-202509-8583,8.387342513917375,2.28,Polpa congelada_Setembro_560
349.93,79.47,POLPA-202509-9838,8.0,1.97,Polpa congelada_Setembro_561
875.93,67.46,POLPA-202509-7995,7.0,0.93,Polpa congelada_Setembro_562
116.56,22.4,POLPA-202509-8259,10.0,1.04,Polpa congelada_Setembro_563
231.71,259.53,POLPA-202509-8211,8.0,2.04,Polpa congelada_Setembro_564
383.99,129.82,POLPA-202509-7279,8.0,2.47,Polpa congelada_Setembro_565
555.03,480.65,POLPA-202509-6446,6.0,0.89,Polpa congelada_Setembro_566
444.99,6.44,POLPA-202509-4321,8.0,0.75,Polpa congelada_Setembro_567
450.95,163.89,POLPA-202509-6629,9.0,3.19,Polpa congelada_Setembro_568
684.34,196.45,POLPA-202509-8278,7.0,0.96,Polpa congelada_Setembro_569
620.09,288.1,POLPA-202509-1527,7.0,2.52,Polpa congelada_Setembro_570
529.2,86.02,POLPA-202509-4627,9.0,0.96,Polpa congelada_Setembro_571
649.62,37.64,POLPA-202509-5002,7.0,3.3,Polpa congelada_Setembro_572
276.78,26.22,POLPA-202509-4250,7.0,2.48,Polpa congelada_Setembro_573
248.87,207.2,POLPA-202509-4512,9.0,1.71,Polpa congelada_Setembro_574
578.7460611353711,22.77,POLPA-202509-2871,9.0,1.89,Polpa congelada_Setembro_575
140.76,32.77,POLPA-202509-9682,8.0,1.62,Polpa congelada_Setembro_576
176.07,17.9,POLPA-202509-7827,8.0,2.29,Polpa congelada_Setembro_577
1036.8,872.65,POLPA-202509-2406,8.0,1.28,Polpa congelada_Setembro_578
589.81,163.4,POLPA-202509-7922,8.0,2.73,Polpa congelada_Setembro_579
942.21,483.99,POLPA-202509-6604,8.0,1.45,Polpa congelada_Setembro_580
1063.46,353.73,POLPA-202509-4869,8.0,1.88,Polpa congelada_Setembro_581
1012.45,797.79,POLPA-202509-9292,8.0,1.52,Polpa congelada_Setembro_582
78.74,21.83,POLPA-202509-8290,9.0,0.75,Polpa congelada_Setembro_583
554.66,361.89,POLPA-202509-3310,10.0,1.05,Polpa congelada_Setembro_584
284.25,30.28,POLPA-202509-6374,7.0,1.95,Polpa congelada_Setembro_585
420.57,196.34738686131388,POLPA-202509-8835,9.0,2.08,Polpa congelada_Setembro_586
475.6,296.02,POLPA-202509-8532,8.387342513917375,1.67,Polpa congelada_Setembro_587
315.4,196.34738686131388,POLPA-202509-1969,9.0,2.44,Polpa congelada_Setembro_588
870.51,172.43,POLPA-202509-3596,8.0,2.54,Polpa congelada_Setembro_589
276.55,244.49,POLPA-202509-5084,8.0,1.53,Polpa congelada_Setembro_590
611.06,297.32,POLPA-202509-1136,7.0,1.12,Polpa congelada_Setembro_591
517.11,205.44,POLPA-202509-8294,8.387342513917375,3.04,Polpa congelada_Setembro_592
733.2,224.37,POLPA-202509-9697,8.0,2.2,Polpa congelada_Setembro_593
455.96,196.88,POLPA-202509-8666,9.0,0.68,Polpa congelada_Setembro_594
430.92,199.62,POLPA-202509-4609,10.0,1.82,Polpa congelada_Setembro_595
422.27,150.36,POLPA-202509-6039,10.0,0.86,Polpa congelada_Setembro_596
752.07,554.07,POLPA-202509-6883,8.387342513917375,1.64,Polpa congelada_Setembro_597
590.0,218.0,POLPA-202509-8566,9.0,2.35,Polpa congelada_Setembro_598
596.18,109.92,POLPA-202509-4245,8.0,1.35,Polpa congelada_Setembro_599
685.73,133.64,POLPA-202509-6756,8.0,2.66,Polpa congelada_Setembro_600
1341.85,522.84,POLPA-202509-2482,9.0,2.4,Polpa congelada_Setembro_601
535.58,238.88,POLPA-202509-9126,8.0,3.15,Polpa congelada_Setembro_602
372.36,2.48,POLPA-202509-7856,9.0,2.28,Polpa congelada_Setembro_603
201.74,9.75,POLPA-202509-4074,10.0,1.82,Polpa congelada_Setembro_604
143.9,93.21,POLPA-202509-4867,10.0,2.53,Polpa congelada_Setembro_605
693.84,3.87,POLPA-202509-3919,8.0,1.55,Polpa congelada_Setembro_606
292.46,148.64,POLPA-202509-5807,8.0,0.3,Polpa congelada_Setembro_607
283.59,167.53,POLPA-202509-1036,9.0,1.2,Polpa congelada_Setembro_608
516.95,113.64,POLPA-202509-6949,8.0,1.64,Polpa congelada_Setembro_609
1734.42,426.67,POLPA-202509-5288,7.0,1.0,Polpa congelada_Setembro_610
616.52,263.2,POLPA-202509-8923,8.0,0.81,Polpa congelada_Setembro_611
2583.55,84.98,POLPA-202509-5192,7.0,1.77,Polpa congelada_Setembro_612
333.48,153.39,POLPA-202509-4267,7.0,2.49,Polpa congelada_Setembro_613
578.7460611353711,156.14,POLPA-202509-1295,8.0,0.62,Polpa congelada_Setembro_614
197.74,196.34738686131388,POLPA-202509-7752,8.0,0.51,Polpa congelada_Setembro_615
1817.82,177.63,POLPA-202509-1611,8.0,3.55,Polpa congelada_Setembro_616
982.08,167.66,POLPA-202509-9993,6.0,1.52,Polpa congelada_Setembro_617
1123.36,236.15,POLPA-202509-1336,9.0,1.81,Polpa congelada_Setembro_618
695.16,3.77,POLPA-202509-3599,9.0,1.92,Polpa congelada_Setembro_619
933.92,29.88,POLPA-202509-9007,7.0,1.92,Polpa congelada_Setembro_620
846.56,183.46,POLPA-202509-1083,7.0,0.66,Polpa congelada_Setembro_621
109.53,196.34738686131388,POLPA-202509-4339,8.0,3.04,Polpa congelada_Setembro_622
1029.05,104.41,POLPA-202509-3573,7.0,2.12,Polpa congelada_Setembro_623
509.47,240.36,POLPA-202509-1083,8.0,2.15,Polpa congelada_Setembro_624
243.38,124.61,POLPA-202509-5621,7.0,1.7,Polpa congelada_Setembro_625
578.7460611353711,62.82,POLPA-202509-8967,7.0,2.21,Polpa congelada_Setembro_626
578.7460611353711,268.19,POLPA-202509-1568,9.0,1.94,Polpa congelada_Setembro_627
1294.48,316.74,POLPA-202509-3275,7.0,2.44,Polpa congelada_Setembro_628
1771.02,917.83,POLPA-202509-9621,7.0,1.29,Polpa congelada_Setembro_629
281.24,152.16,POLPA-202509-6665,10.0,1.67,Polpa congelada_Setembro_630
124.14,36.97,POLPA-202509-2364,7.0,1.55,Polpa congelada_Setembro_631
311.32,73.12,POLPA-202509-3485,8.0,1.96,Polpa congelada_Setembro_632
211.76,195.92,POLPA-202509-1009,10.0,1.88,Polpa congelada_Setembro_633
483.07,7.18,POLPA-202509-9888,8.0,1.37,Polpa congelada_Setembro_634
208.25,246.33,POLPA-202509-4326,7.0,1.86,Polpa congelada_Setembro_635
578.7460611353711,452.97,POLPA-202509-5031,7.0,0.53,Polpa congelada_Setembro_636
1552.11,61.38,POLPA-202509-6698,6.0,2.47,Polpa congelada_Setembro_637
599.23,111.8,POLPA-202509-7547,8.0,3.41,Polpa congelada_Setembro_638
439.66,335.76,POLPA-202509-9129,8.0,2.75,Polpa congelada_Setembro_639
354.1,65.35,POLPA-202509-1941,8.0,2.78,Polpa congelada_Setembro_640
878.97,263.82,POLPA-202509-3922,8.0,4.45,Polpa congelada_Setembro_641
587.89,53.49,POLPA-202509-1261,8.0,1.71,Polpa congelada_Setembro_642
126.3,55.21,POLPA-202509-9233,9.0,1.25,Polpa congelada_Setembro_643
573.08,150.68,POLPA-202509-3171,9.0,0.99,Polpa congelada_Setembro_644
200.33,191.68,POLPA-202509-2197,8.0,2.15,Polpa congelada_Setembro_645
832.68,329.94,POLPA-202509-9154,7.0,3.01,Polpa congelada_Setembro_646
427.11,108.44,POLPA-202509-7039,8.0,1.84,Polpa congelada_Setembro_647
304.0,9.86,POLPA-202509-8574,9.0,0.55,Polpa congelada_Setembro_648
72.12,35.55,POLPA-202509-2311,7.0,0.3,Polpa congelada_Setembro_649
817.97,146.43,POLPA-202509-1067,8.0,1.22,Polpa congelada_Setembro_650
859.39,609.53,POLPA-202509-2039,7.0,2.71,Polpa congelada_Setembro_651
925.77,171.27,POLPA-202509-6399,8.0,2.56,Polpa congelada_Setembro_652
900.89,190.69,POLPA-202509-4704,7.0,0.79,Polpa congelada_Setembro_653
410.82,196.34738686131388,POLPA-202509-2156,9.0,3.29,Polpa congelada_Setembro_654
1061.33,131.78,POLPA-202509-1953,6.0,1.49,Polpa congelada_Setembro_655
622.36,162.34,POLPA-202509-4944,9.0,0.78,Polpa congelada_Setembro_656
833.25,436.63,POLPA-202509-8226,9.0,3.28,Polpa congelada_Setembro_657
898.72,143.03,POLPA-202509-2182,8.0,1.24,Polpa congelada_Setembro_658
415.96,81.02,POLPA-202509-9002,7.0,2.98,Polpa congelada_Setembro_659
124.93,82.05,POLPA-202509-4989,10.0,2.66,Polpa congelada_Setembro_660
161.79,112.38,POLPA-202509-6336,9.0,1.86,Polpa congelada_Setembro_661
1140.88,212.96,POLPA-202509-8868,9.0,1.41,Polpa congelada_Setembro_662
1099.8,77.65,POLPA-202509-7120,7.0,1.54,Polpa congelada_Setembro_663
1761.13,378.47,POLPA-202509-2206,9.0,2.05,Polpa congelada_Setembro_664
713.33,223.2,POLPA-202509-8020,9.0,1.71,Polpa congelada_Setembro_665
222.42,119.25,POLPA-202509-3239,7.0,3.17,Polpa congelada_Setembro_666
858.65,516.01,POLPA-202509-3632,10.0,2.11,Polpa congelada_Setembro_667
578.7460611353711,308.9,POLPA-202509-8577,9.0,2.56,Polpa congelada_Setembro_668
290.88,276.28,POLPA-202509-2382,8.0,0.98,Polpa congelada_Setembro_669
287.91,59.84,POLPA-202509-2598,8.0,3.11,Polpa congelada_Setembro_670
229.47,7.23,POLPA-202509-4269,8.0,1.95,Polpa congelada_Setembro_671
357.98,22.42,POLPA-202509-2197,8.0,1.8,Polpa congelada_Setembro_672
1257.95,399.46,POLPA-202509-5321,8.387342513917375,1.62,Polpa congelada_Setembro_673
58.47,24.0,POLPA-202509-8334,8.387342513917375,0.77,Polpa congelada_Setembro_674
443.01,267.97,POLPA-202509-8137,9.0,3.58,Polpa congelada_Setembro_675
709.51,177.1,POLPA-202509-8145,7.0,0.66,Polpa congelada_Setembro_676
752.19,101.77,POLPA-202509-8243,6.0,1.87,Polpa congelada_Setembro_677
1366.64,451.05,POLPA-202509-2431,8.0,3.5,Polpa congelada_Setembro_678
811.41,186.79,POLPA-202509-4797,7.0,1.61,Polpa congelada_Setembro_679
370.91,139.94,POLPA-202509-4430,7.0,1.51,Polpa congelada_Setembro_680
1415.06,305.99,POLPA-202509-5567,8.0,0.3,Polpa congelada_Setembro_681
1722.06,175.55,POLPA-202509-5619,10.0,3.94,Polpa congelada_Setembro_682
608.36,157.71,POLPA-202509-8966,9.0,1.3,Polpa congelada_Setembro_683
409.66,250.35,POLPA-202509-9689,7.0,2.99,Polpa congelada_Setembro_684
526.52,131.33,POLPA-202509-7703,9.0,2.55,Polpa congelada_Setembro_685
368.48,84.02,POLPA-202509-2227,8.0,2.69,Polpa congelada_Setembro_686
185.23,10.31,POLPA-202509-1786,9.0,0.91,Polpa congelada_Setembro_687
186.98,125.2,POLPA-202509-5260,8.0,2.02,Polpa congelada_Setembro_688
372.33,75.54,POLPA-202509-8818,9.0,0.94,Polpa congelada_Setembro_689
943.67,12.0,POLPA-202509-2438,7.0,2.27,Polpa congelada_Setembro_690
452.47,198.28,POLPA-202509-4776,9.0,2.27,Polpa congelada_Setembro_691
580.69,359.75,POLPA-202509-5979,9.0,3.46,Polpa congelada_Setembro_692
572.36,316.09,POLPA-202509-7564,8.0,1.11,Polpa congelada_Setembro_693
283.86,254.8,POLPA-202509-6860,7.0,1.76,Polpa congelada_Setembro_694
356.52,20.08,POLPA-202509-9409,10.0,3.13,Polpa congelada_Setembro_695
1039.65,827.05,POLPA-202509-1036,9.0,0.96,Polpa congelada_Setembro_696
207.13,136.13,POLPA-202509-9394,9.0,1.09,Polpa congelada_Setembro_697
639.89,472.71,POLPA-202509-1434,9.0,1.86,Polpa congelada_Setembro_698
504.94,84.28,POLPA-202509-7297,8.0,1.12,Polpa congelada_Setembro_699
970.61,472.83,POLPA-202510-5980,8.0,0.98,Polpa congelada_Outubro_0
708.15,229.34,POLPA-202510-9347,7.0,0.92,Polpa congelada_Outubro_1
789.04,59.13,POLPA-202510-2308,10.0,1.33,Polpa congelada_Outubro_2
612.19,477.36,POLPA-202510-3775,7.0,0.49,Polpa congelada_Outubro_3
570.75,648.54,POLPA-202510-3524,8.0,1.08,Polpa congelada_Outubro_4
2161.98,573.78,POLPA-202510-9811,8.0,1.81,Polpa congelada_Outubro_5
786.02,59.03,POLPA-202510-1882,10.0,0.56,Polpa congelada_Outubro_6
162.95,91.72,POLPA-202510-7802,8.0,0.3,Polpa congelada_Outubro_7
935.47,376.07,POLPA-202510-5599,10.0,2.23,Polpa congelada_Outubro_8
190.99,237.74,POLPA-202510-6466,10.0,2.02,Polpa congelada_Outubro_9
219.94,9.93,POLPA-202510-6526,9.0,0.69,Polpa congelada_Outubro_10
1472.84,503.2,POLPA-202510-8198,9.0,2.79,Polpa congelada_Outubro_11
910.14,185.37,POLPA-202510-9930,8.0,1.83,Polpa congelada_Outubro_12
451.44,207.1,POLPA-202510-9644,10.0,1.15,Polpa congelada_Outubro_13
1038.83,386.08,POLPA-202510-7906,8.387342513917375,2.87,Polpa congelada_Outubro_14
460.51,623.48,POLPA-202510-3178,9.0,1.94,Polpa congelada_Outubro_15
1456.53,214.04,POLPA-202510-8956,8.0,2.8,Polpa congelada_Outubro_16
305.34,196.34738686131388,POLPA-202510-4782,8.0,1.61,Polpa congelada_Outubro_17
172.31,64.76,POLPA-202510-8303,9.0,2.94,Polpa congelada_Outubro_18
364.8,199.42,POLPA-202510-8740,7.0,2.65,Polpa congelada_Outubro_19
321.19,89.72,POLPA-202510-1467,8.0,1.63,Polpa congelada_Outubro_20
716.44,143.52,POLPA-202510-5076,6.0,0.92,Polpa congelada_Outubro_21
1129.64,115.23,POLPA-202510-7260,9.0,0.84,Polpa congelada_Outubro_22
148.34,10.65,POLPA-202510-6084,9.0,2.28,Polpa congelada_Outubro_23
674.28,291.57,POLPA-202510-9008,8.0,2.29,Polpa congelada_Outubro_24
272.12,17.3,POLPA-202510-6347,10.0,2.67,Polpa congelada_Outubro_25
489.88,126.79,POLPA-202510-9277,7.0,0.65,Polpa congelada_Outubro_26
772.61,55.62,POLPA-202510-7450,7.0,0.72,Polpa congelada_Outubro_27
306.73,141.02,POLPA-202510-7283,8.0,3.0,Polpa congelada_Outubro_28
286.63,36.79,POLPA-202510-5060,9.0,1.39,Polpa congelada_Outubro_29
263.77,84.43,POLPA-202510-3482,9.0,0.3,Polpa congelada_Outubro_30
344.7,182.34,POLPA-202510-6724,9.0,3.16,Polpa congelada_Outubro_31
339.73,370.95,POLPA-202510-1964,10.0,1.56,Polpa congelada_Outubro_32
436.2,333.08,POLPA-202510-6875,9.0,0.46,Polpa congelada_Outubro_33
1688.64,129.28,POLPA-202510-2582,10.0,1.67,Polpa congelada_Outubro_34
106.68,14.95,POLPA-202510-5270,8.0,0.3,Polpa congelada_Outubro_35
189.01,60.94,POLPA-202510-9293,8.0,0.71,Polpa congelada_Outubro_36
401.36,199.42,POLPA-202510-5655,7.0,1.62,Polpa congelada_Outubro_37
341.58,51.54,POLPA-202510-9954,10.0,0.37,Polpa congelada_Outubro_38
1198.11,179.43,POLPA-202510-6533,8.0,2.98,Polpa congelada_Outubro_39
557.63,107.66,POLPA-202510-8148,9.0,1.3,Polpa congelada_Outubro_40
1584.01,109.54,POLPA-202510-9686,8.0,2.68,Polpa congelada_Outubro_41
477.07,113.31,POLPA-202510-3486,9.0,3.73,Polpa congelada_Outubro_42
1238.3,232.6,POLPA-202510-4668,9.0,2.5,Polpa congelada_Outubro_43
601.09,196.3,POLPA-202510-3620,9.0,2.25,Polpa congelada_Outubro_44
506.12,86.73,POLPA-202510-1076,10.0,2.13,Polpa congelada_Outubro_45
456.17,233.34,POLPA-202510-9068,10.0,2.12,Polpa congelada_Outubro_46
949.86,414.17,POLPA-202510-1909,7.0,1.4,Polpa congelada_Outubro_47
392.12,435.69,POLPA-202510-9999,9.0,1.52,Polpa congelada_Outubro_48
1803.68,607.96,POLPA-202510-4393,9.0,2.21,Polpa congelada_Outubro_49
598.72,101.61,POLPA-202510-2138,7.0,2.5,Polpa congelada_Outubro_50
479.6,259.19,POLPA-202510-8350,8.0,2.36,Polpa congelada_Outubro_51
312.14,28.45,POLPA-202510-6143,8.0,2.33,Polpa congelada_Outubro_52
811.11,148.56,POLPA-202510-2962,8.387342513917375,2.46,Polpa congelada_Outubro_53
297.7,131.91,POLPA-202510-5203,9.0,2.45,Polpa congelada_Outubro_54
263.83,128.52,POLPA-202510-3994,7.0,1.03,Polpa congelada_Outubro_55
