data_pedido,tipo_produto,mes_do_ano,mes_do_ano_num,canal,regiao_destino,cliente_segmento,quantidade_kg,preco_unitario_brl_kg,nps_0a10,id_pedido
2025-09-07,Manteiga de manga,Setembro,9,Industria,Sudeste,Ingredientes,61.86,70.19,8.0,Manteiga de manga_Setembro_219
2025-09-09,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Perfumaria,155.18,68.18,8.0,Manteiga de manga_Setembro_220
2025-09-17,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,193.1,99.35,9.0,Manteiga de manga_Setembro_221
2025-09-30,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Ingredientes,80.03,50.29,7.0,Manteiga de manga_Setembro_222
2025-09-17,Manteiga de manga,Setembro,9,Industria,Norte,Farmacêutico,174.01,78.24,8.0,Manteiga de manga_Setembro_223
2025-09-10,Manteiga de manga,Setembro,9,Exportacao,Exterior,Perfumaria,133.39,85.48,6.0,Manteiga de manga_Setembro_224
2025-09-14,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,218.5,82.93,8.0,Manteiga de manga_Setembro_225
2025-09-23,Manteiga de manga,Setembro,9,Exportacao,Exterior,Farmacêutico,50.03,115.9,8.0,Manteiga de manga_Setembro_226
2025-09-11,Manteiga de manga,Setembro,9,Industria,Sudeste,Cosméticos,143.25,119.77,6.0,Manteiga de manga_Setembro_227
2025-09-01,Manteiga de manga,Setembro,9,Industria,Nordeste,Sabonetes,135.39,115.74,8.0,Manteiga de manga_Setembro_228
2025-09-13,Manteiga de manga,Setembro,9,Industria,Norte,Sabonetes,81.85,51.26,8.0,Manteiga de manga_Setembro_229
2025-09-25,Manteiga de manga,Setembro,9,Industria,Nordeste,Perfumaria,213.34,100.94,8.0,Manteiga de manga_Setembro_230
2025-09-13,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,201.25,94.56,9.0,Manteiga de manga_Setembro_231
2025-09-27,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Cosméticos,19.73,113.62,8.0,Manteiga de manga_Setembro_232
2025-09-19,Manteiga de manga,Setembro,9,Industria,Nordeste,Sabonetes,29.81,91.62,7.0,Manteiga de manga_Setembro_233
2025-09-13,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,143.95,58.77,8.0,Manteiga de manga_Setembro_234
2025-09-04,Manteiga de manga,Setembro,9,Industria,Norte,Sabonetes,31.46,107.38,8.0,Manteiga de manga_Setembro_235
2025-09-20,Manteiga de manga,Setembro,9,Industria,Sudeste,Ingredientes,224.66,93.2,7.0,Manteiga de manga_Setembro_236
2025-09-11,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,90.35,107.82,7.0,Manteiga de manga_Setembro_237
2025-09-29,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Sabonetes,187.19,114.43,8.0,Manteiga de manga_Setembro_238
2025-09-01,Manteiga de manga,Setembro,9,Distribuidor,Nordeste,Cosméticos,99.21,111.76,8.0,Manteiga de manga_Setembro_239
2025-09-20,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,62.35,99.11,10.0,Manteiga de manga_Setembro_240
2025-09-16,Manteiga de manga,Setembro,9,Exportacao,Exterior,Ingredientes,40.03,88.57,7.0,Manteiga de manga_Setembro_241
2025-09-25,Manteiga de manga,Setembro,9,Industria,Norte,Ingredientes,71.27,109.58,7.0,Manteiga de manga_Setembro_242
2025-09-29,Manteiga de manga,Setembro,9,Distribuidor,Sul,Sabonetes,170.61,71.34,8.0,Manteiga de manga_Setembro_243
2025-09-05,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,44.48,102.41,,Manteiga de manga_Setembro_244
2025-09-12,Manteiga de manga,Setembro,9,Distribuidor,Nordeste,Perfumaria,170.86,109.67,9.0,Manteiga de manga_Setembro_245
2025-09-20,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,190.41,77.14,8.0,Manteiga de manga_Setembro_246
2025-09-24,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,12.64,92.38,9.0,Manteiga de manga_Setembro_247
2025-09-10,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Farmacêutico,122.8,47.04,9.0,Manteiga de manga_Setembro_248
2025-09-10,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Sabonetes,95.8,101.01,9.0,Manteiga de manga_Setembro_249
2025-09-27,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Sabonetes,163.88,101.44,10.0,Manteiga de manga_Setembro_250
2025-09-19,Manteiga de manga,Setembro,9,Distribuidor,Centro-Oeste,Sabonetes,38.32,113.76,9.0,Manteiga de manga_Setembro_251
2025-09-11,Manteiga de manga,Setembro,9,Industria,Sudeste,,120.64,48.54,9.0,Manteiga de manga_Setembro_252
2025-09-08,Manteiga de manga,Setembro,9,Distribuidor,Norte,Farmacêutico,167.28,47.27,8.0,Manteiga de manga_Setembro_253
2025-09-25,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,38.27,66.25,9.0,Manteiga de manga_Setembro_254
2025-09-04,Manteiga de manga,Setembro,9,Distribuidor,Nordeste,Sabonetes,117.97,46.52,8.0,Manteiga de manga_Setembro_255
2025-09-06,Manteiga de manga,Setembro,9,Industria,Nordeste,Perfumaria,224.22,71.74,8.0,Manteiga de manga_Setembro_256
2025-09-15,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Farmacêutico,116.52,55.6,8.0,Manteiga de manga_Setembro_257
2025-09-27,Manteiga de manga,Setembro,9,Industria,Nordeste,Cosméticos,99.44,71.43,7.0,Manteiga de manga_Setembro_258
2025-09-20,Manteiga de manga,Setembro,9,Exportacao,Exterior,Sabonetes,144.87,75.67,9.0,Manteiga de manga_Setembro_259
2025-09-18,Manteiga de manga,Setembro,9,Distribuidor,Nordeste,Sabonetes,39.97,105.85,10.0,Manteiga de manga_Setembro_260
2025-09-13,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,150.85,110.27,7.0,Manteiga de manga_Setembro_261
2025-09-10,Manteiga de manga,Setembro,9,Exportacao,Exterior,Farmacêutico,173.02,57.76,7.0,Manteiga de manga_Setembro_262
2025-09-05,Manteiga de manga,Setembro,9,Industria,Norte,Farmacêutico,197.73,116.21,6.0,Manteiga de manga_Setembro_263
2025-09-21,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,187.78,109.0,7.0,Manteiga de manga_Setembro_264
2025-09-13,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,40.27,117.72,9.0,Manteiga de manga_Setembro_265
2025-09-18,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,115.95,91.5,8.0,Manteiga de manga_Setembro_266
2025-09-03,Manteiga de manga,Setembro,9,Distribuidor,Nordeste,Sabonetes,143.78,85.72,7.0,Manteiga de manga_Setembro_267
2025-09-13,Manteiga de manga,Setembro,9,Distribuidor,Centro-Oeste,Ingredientes,63.69,113.23,7.0,Manteiga de manga_Setembro_268
2025-09-24,Manteiga de manga,Setembro,9,Distribuidor,Sul,Farmacêutico,85.85,119.88,7.0,Manteiga de manga_Setembro_269
2025-09-28,Manteiga de manga,Setembro,9,Distribuidor,Nordeste,Ingredientes,106.68,83.38,10.0,Manteiga de manga_Setembro_270
2025-09-15,Manteiga de manga,Setembro,9,Industria,Nordeste,Perfumaria,75.72,45.67,9.0,Manteiga de manga_Setembro_271
2025-09-14,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,66.14,97.27,7.0,Manteiga de manga_Setembro_272
2025-09-08,Manteiga de manga,Setembro,9,Distribuidor,Sul,Farmacêutico,74.67,81.53,8.0,Manteiga de manga_Setembro_273
2025-09-23,Manteiga de manga,Setembro,9,Industria,Norte,,210.55,113.95,7.0,Manteiga de manga_Setembro_274
2025-09-08,Manteiga de manga,Setembro,9,Industria,Sul,Farmacêutico,249.34,51.59,8.0,Manteiga de manga_Setembro_275
2025-09-16,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,26.17,86.58,7.0,Manteiga de manga_Setembro_276
2025-09-04,Manteiga de manga,Setembro,9,Industria,Sudeste,Ingredientes,223.09,98.25,7.0,Manteiga de manga_Setembro_277
2025-09-26,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Cosméticos,81.69,92.56,7.0,Manteiga de manga_Setembro_278
2025-09-10,Manteiga de manga,Setembro,9,Distribuidor,Centro-Oeste,Sabonetes,55.67,53.9,9.0,Manteiga de manga_Setembro_279
2025-09-11,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Farmacêutico,132.97,58.53,9.0,Manteiga de manga_Setembro_280
2025-09-11,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Farmacêutico,118.93,68.86,7.0,Manteiga de manga_Setembro_281
2025-09-18,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,12.11,59.48,7.0,Manteiga de manga_Setembro_282
2025-09-04,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,94.06,73.1,9.0,Manteiga de manga_Setembro_283
2025-09-18,Manteiga de manga,Setembro,9,Exportacao,Exterior,Perfumaria,206.71,136.5,9.0,Manteiga de manga_Setembro_284
2025-09-27,Manteiga de manga,Setembro,9,Industria,Sul,Cosméticos,78.03,73.58,8.0,Manteiga de manga_Setembro_285
2025-09-22,Manteiga de manga,Setembro,9,Industria,Sudeste,,144.63,54.57,8.0,Manteiga de manga_Setembro_286
2025-09-04,Manteiga de manga,Setembro,9,Industria,Nordeste,Sabonetes,210.63,46.43,6.0,Manteiga de manga_Setembro_287
2025-09-27,Manteiga de manga,Setembro,9,Industria,Sudeste,Cosméticos,105.02,60.23,7.0,Manteiga de manga_Setembro_288
2025-09-29,Manteiga de manga,Setembro,9,Exportacao,Exterior,Cosméticos,71.97,93.69,10.0,Manteiga de manga_Setembro_289
2025-09-13,Manteiga de manga,Setembro,9,Distribuidor,Norte,Perfumaria,46.36,45.06,7.0,Manteiga de manga_Setembro_290
2025-09-21,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Ingredientes,116.6,115.57,6.0,Manteiga de manga_Setembro_291
2025-09-22,Manteiga de manga,Setembro,9,Exportacao,Exterior,,145.07,120.53,8.0,Manteiga de manga_Setembro_292
2025-09-03,Manteiga de manga,Setembro,9,Industria,Sul,Farmacêutico,46.47,72.8,8.0,Manteiga de manga_Setembro_293
2025-09-28,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,101.9,119.68,6.0,Manteiga de manga_Setembro_294
2025-09-01,Manteiga de manga,Setembro,9,Industria,Sul,Perfumaria,131.03,55.21,7.0,Manteiga de manga_Setembro_295
2025-09-08,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Perfumaria,162.81,107.79,7.0,Manteiga de manga_Setembro_296
2025-09-01,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,14.37,82.75,9.0,Manteiga de manga_Setembro_297
2025-09-22,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Cosméticos,118.51,119.7,10.0,Manteiga de manga_Setembro_298
2025-09-21,Manteiga de manga,Setembro,9,Exportacao,Exterior,Farmacêutico,117.94,72.81,9.0,Manteiga de manga_Setembro_299
2025-09-28,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,139.15,98.21,9.0,Manteiga de manga_Setembro_300
2025-09-07,Manteiga de manga,Setembro,9,Industria,Sul,Cosméticos,149.54,98.98,9.0,Manteiga de manga_Setembro_301
2025-09-10,Manteiga de manga,Setembro,9,Distribuidor,Norte,Ingredientes,106.8,87.47,8.0,Manteiga de manga_Setembro_302
2025-09-28,Manteiga de manga,Setembro,9,Exportacao,Exterior,Perfumaria,241.42,81.61,5.0,Manteiga de manga_Setembro_303
2025-09-20,Manteiga de manga,Setembro,9,Industria,Sul,Ingredientes,169.29,99.51,8.0,Manteiga de manga_Setembro_304
2025-09-27,Manteiga de manga,Setembro,9,Distribuidor,Sul,Farmacêutico,158.01,45.93,6.0,Manteiga de manga_Setembro_305
2025-09-23,Manteiga de manga,Setembro,9,Exportacao,Exterior,Cosméticos,100.27,64.98,10.0,Manteiga de manga_Setembro_306
2025-09-08,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,81.45,102.17,8.0,Manteiga de manga_Setembro_307
2025-09-11,Manteiga de manga,Setembro,9,Distribuidor,Centro-Oeste,Sabonetes,141.7,47.51,8.0,Manteiga de manga_Setembro_308
2025-09-10,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,149.12,97.87,8.0,Manteiga de manga_Setembro_309
2025-09-07,Manteiga de manga,Setembro,9,Exportacao,Exterior,Perfumaria,57.62,81.56,7.0,Manteiga de manga_Setembro_310
2025-09-28,Manteiga de manga,Setembro,9,Industria,Norte,Farmacêutico,57.07,93.91,8.0,Manteiga de manga_Setembro_311
2025-09-07,Manteiga de manga,Setembro,9,Exportacao,Exterior,Perfumaria,78.86,126.6,8.0,Manteiga de manga_Setembro_312
2025-09-26,Manteiga de manga,Setembro,9,Industria,Sul,Farmacêutico,161.72,54.33,8.0,Manteiga de manga_Setembro_313
2025-09-28,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,76.41,74.58,8.0,Manteiga de manga_Setembro_314
2025-09-30,Manteiga de manga,Setembro,9,Distribuidor,Norte,Sabonetes,160.39,87.27,8.0,Manteiga de manga_Setembro_315
2025-09-16,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Sabonetes,161.96,56.56,9.0,Manteiga de manga_Setembro_316
2025-09-25,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,109.3,46.07,8.0,Manteiga de manga_Setembro_317
2025-09-06,Manteiga de manga,Setembro,9,Distribuidor,Centro-Oeste,Sabonetes,54.0,46.15,9.0,Manteiga de manga_Setembro_318
2025-09-28,Manteiga de manga,Setembro,9,Distribuidor,Nordeste,Farmacêutico,132.77,92.62,7.0,Manteiga de manga_Setembro_319
2025-09-25,Manteiga de manga,Setembro,9,Industria,Sul,Perfumaria,147.69,54.52,8.0,Manteiga de manga_Setembro_320
2025-09-30,Manteiga de manga,Setembro,9,Industria,Sul,Sabonetes,58.19,93.88,7.0,Manteiga de manga_Setembro_321
2025-09-21,Manteiga de manga,Setembro,9,Exportacao,Exterior,Sabonetes,147.59,81.34,9.0,Manteiga de manga_Setembro_322
2025-09-22,Manteiga de manga,Setembro,9,Industria,Nordeste,Sabonetes,15.59,77.71,7.0,Manteiga de manga_Setembro_323
2025-09-02,Manteiga de manga,Setembro,9,Industria,Sudeste,Ingredientes,55.92,97.2,9.0,Manteiga de manga_Setembro_324
2025-09-21,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Farmacêutico,169.96,91.11,6.0,Manteiga de manga_Setembro_325
2025-09-03,Manteiga de manga,Setembro,9,Industria,Sudeste,Cosméticos,82.15,56.9,7.0,Manteiga de manga_Setembro_326
2025-09-16,Manteiga de manga,Setembro,9,Industria,Nordeste,Ingredientes,163.19,46.18,8.0,Manteiga de manga_Setembro_327
2025-09-12,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,41.99,101.4,7.0,Manteiga de manga_Setembro_328
2025-09-25,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Farmacêutico,105.73,47.74,10.0,Manteiga de manga_Setembro_329
2025-09-11,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,137.58,87.62,7.0,Manteiga de manga_Setembro_330
2025-09-10,Manteiga de manga,Setembro,9,Industria,Sudeste,Cosméticos,164.1,81.45,7.0,Manteiga de manga_Setembro_331
2025-09-03,Manteiga de manga,Setembro,9,Industria,Nordeste,Perfumaria,14.79,63.85,7.0,Manteiga de manga_Setembro_332
2025-09-08,Manteiga de manga,Setembro,9,Exportacao,Exterior,Ingredientes,75.72,105.18,6.0,Manteiga de manga_Setembro_333
2025-09-05,Manteiga de manga,Setembro,9,Industria,Norte,Cosméticos,37.39,54.3,10.0,Manteiga de manga_Setembro_334
2025-09-05,Manteiga de manga,Setembro,9,Industria,Nordeste,Cosméticos,124.72,95.84,8.0,Manteiga de manga_Setembro_335
2025-09-21,Manteiga de manga,Setembro,9,Exportacao,Exterior,Cosméticos,195.27,99.7,8.0,Manteiga de manga_Setembro_336
2025-09-13,Manteiga de manga,Setembro,9,Industria,Nordeste,Cosméticos,56.17,80.78,9.0,Manteiga de manga_Setembro_337
2025-09-02,Manteiga de manga,Setembro,9,Industria,Nordeste,Sabonetes,135.35,98.38,6.0,Manteiga de manga_Setembro_338
2025-09-22,Manteiga de manga,Setembro,9,Industria,Sul,Cosméticos,209.59,62.06,9.0,Manteiga de manga_Setembro_339
2025-09-26,Manteiga de manga,Setembro,9,Industria,Sudeste,Ingredientes,75.76,80.92,8.0,Manteiga de manga_Setembro_340
2025-09-18,Manteiga de manga,Setembro,9,Industria,Nordeste,Ingredientes,183.23,66.16,7.0,Manteiga de manga_Setembro_341
2025-09-15,Manteiga de manga,Setembro,9,Industria,Sul,Ingredientes,225.78,115.51,8.0,Manteiga de manga_Setembro_342
2025-09-23,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Farmacêutico,65.47,86.22,6.0,Manteiga de manga_Setembro_343
2025-09-16,Manteiga de manga,Setembro,9,Distribuidor,Nordeste,Sabonetes,60.56,107.29,9.0,Manteiga de manga_Setembro_344
2025-09-29,Manteiga de manga,Setembro,9,Industria,Sudeste,Cosméticos,132.51,114.14,8.0,Manteiga de manga_Setembro_345
2025-09-12,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Farmacêutico,91.39,73.15,9.0,Manteiga de manga_Setembro_346
2025-09-12,Manteiga de manga,Setembro,9,Industria,Norte,Cosméticos,192.84,60.97,6.0,Manteiga de manga_Setembro_347
2025-09-24,Manteiga de manga,Setembro,9,Exportacao,Exterior,Cosméticos,103.72,87.48,8.0,Manteiga de manga_Setembro_348
2025-09-01,Manteiga de manga,Setembro,9,Distribuidor,Nordeste,Cosméticos,79.05,62.6,,Manteiga de manga_Setembro_349
2025-09-01,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Perfumaria,126.01,55.11,9.0,Manteiga de manga_Setembro_350
2025-09-24,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,119.57,112.14,6.0,Manteiga de manga_Setembro_351
2025-09-03,Manteiga de manga,Setembro,9,Distribuidor,Sul,Farmacêutico,182.79,85.5,7.0,Manteiga de manga_Setembro_352
2025-09-25,Manteiga de manga,Setembro,9,Industria,Nordeste,Farmacêutico,26.05,71.54,9.0,Manteiga de manga_Setembro_353
2025-09-12,Manteiga de manga,Setembro,9,Industria,Sudeste,Ingredientes,29.25,65.03,9.0,Manteiga de manga_Setembro_354
2025-09-07,Manteiga de manga,Setembro,9,Industria,Nordeste,Ingredientes,16.88,80.88,9.0,Manteiga de manga_Setembro_355
2025-09-01,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,60.01,115.23,9.0,Manteiga de manga_Setembro_356
2025-09-09,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,17.27,97.27,9.0,Manteiga de manga_Setembro_357
2025-09-16,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,214.16,73.84,7.0,Manteiga de manga_Setembro_358
2025-09-26,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,162.01,55.0,7.0,Manteiga de manga_Setembro_359
2025-09-16,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Perfumaria,199.34,69.53,7.0,Manteiga de manga_Setembro_360
2025-09-04,Manteiga de manga,Setembro,9,Exportacao,Exterior,Ingredientes,137.14,121.65,7.0,Manteiga de manga_Setembro_361
2025-09-01,Manteiga de manga,Setembro,9,Distribuidor,Sul,Sabonetes,171.52,69.93,9.0,Manteiga de manga_Setembro_362
2025-09-12,Manteiga de manga,Setembro,9,Industria,Sudeste,Cosméticos,124.29,85.12,9.0,Manteiga de manga_Setembro_363
2025-09-17,Manteiga de manga,Setembro,9,Exportacao,Exterior,Perfumaria,181.49,67.13,10.0,Manteiga de manga_Setembro_364
2025-09-10,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,176.37,91.09,8.0,Manteiga de manga_Setembro_365
2025-09-21,Manteiga de manga,Setembro,9,Exportacao,Exterior,Ingredientes,66.86,111.44,10.0,Manteiga de manga_Setembro_366
2025-09-02,Manteiga de manga,Setembro,9,Industria,Sul,Ingredientes,11.28,70.32,8.0,Manteiga de manga_Setembro_367
2025-09-06,Manteiga de manga,Setembro,9,Industria,Sudeste,Ingredientes,17.98,88.09,6.0,Manteiga de manga_Setembro_368
2025-09-22,Manteiga de manga,Setembro,9,Industria,Nordeste,Sabonetes,222.08,49.38,8.0,Manteiga de manga_Setembro_369
2025-09-18,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,62.4,98.05,7.0,Manteiga de manga_Setembro_370
2025-09-07,Manteiga de manga,Setembro,9,Industria,Sul,Cosméticos,53.54,55.91,9.0,Manteiga de manga_Setembro_371
2025-09-06,Manteiga de manga,Setembro,9,Exportacao,Exterior,Cosméticos,193.76,61.78,9.0,Manteiga de manga_Setembro_372
2025-09-14,Manteiga de manga,Setembro,9,Distribuidor,Norte,Perfumaria,46.21,75.76,8.0,Manteiga de manga_Setembro_373
2025-09-01,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,15.81,54.78,7.0,Manteiga de manga_Setembro_374
2025-09-09,Manteiga de manga,Setembro,9,Industria,Sul,Cosméticos,94.15,83.6,10.0,Manteiga de manga_Setembro_375
2025-09-07,Manteiga de manga,Setembro,9,Industria,Nordeste,Cosméticos,198.55,107.56,7.0,Manteiga de manga_Setembro_376
2025-09-25,Manteiga de manga,Setembro,9,Industria,Nordeste,Perfumaria,198.99,77.95,9.0,Manteiga de manga_Setembro_377
2025-09-01,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Sabonetes,53.45,84.83,9.0,Manteiga de manga_Setembro_378
2025-09-30,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,68.11,68.49,9.0,Manteiga de manga_Setembro_379
2025-09-11,Manteiga de manga,Setembro,9,Industria,Sul,Perfumaria,88.24,89.96,9.0,Manteiga de manga_Setembro_380
2025-09-09,Manteiga de manga,Setembro,9,Industria,Sudeste,Farmacêutico,70.12,95.98,8.0,Manteiga de manga_Setembro_381
2025-09-28,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,144.01,45.09,7.0,Manteiga de manga_Setembro_382
2025-09-17,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Perfumaria,107.78,49.57,9.0,Manteiga de manga_Setembro_383
2025-09-04,Manteiga de manga,Setembro,9,Industria,Sudeste,Ingredientes,48.04,56.71,6.0,Manteiga de manga_Setembro_384
2025-09-29,Manteiga de manga,Setembro,9,Industria,Sul,Sabonetes,39.62,117.29,6.0,Manteiga de manga_Setembro_385
2025-09-06,Manteiga de manga,Setembro,9,Industria,Sudeste,Perfumaria,70.46,71.17,8.0,Manteiga de manga_Setembro_386
2025-09-15,Manteiga de manga,Setembro,9,Industria,Sul,Ingredientes,130.18,113.91,8.0,Manteiga de manga_Setembro_387
2025-09-14,Manteiga de manga,Setembro,9,Industria,Sudeste,Cosméticos,176.11,112.54,8.0,Manteiga de manga_Setembro_388
2025-09-26,Manteiga de manga,Setembro,9,Industria,Sudeste,Ingredientes,172.7,108.51,10.0,Manteiga de manga_Setembro_389
2025-09-12,Manteiga de manga,Setembro,9,Industria,Sudeste,Cosméticos,47.91,95.82,8.0,Manteiga de manga_Setembro_390
2025-09-22,Manteiga de manga,Setembro,9,Industria,Nordeste,Ingredientes,40.72,63.48,9.0,Manteiga de manga_Setembro_391
2025-09-14,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,137.12,84.68,8.0,Manteiga de manga_Setembro_392
2025-09-11,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,30.21,114.46,8.0,Manteiga de manga_Setembro_393
2025-09-30,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,65.86,59.01,7.0,Manteiga de manga_Setembro_394
2025-09-03,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,220.01,97.51,9.0,Manteiga de manga_Setembro_395
2025-09-08,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Cosméticos,105.62,68.42,9.0,Manteiga de manga_Setembro_396
2025-09-28,Manteiga de manga,Setembro,9,Industria,Sul,Ingredientes,47.4,63.93,,Manteiga de manga_Setembro_397
2025-09-27,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Perfumaria,141.92,68.92,,Manteiga de manga_Setembro_398
2025-09-23,Manteiga de manga,Setembro,9,Industria,Norte,Cosméticos,143.57,95.33,9.0,Manteiga de manga_Setembro_399
2025-09-04,Manteiga de manga,Setembro,9,Industria,Nordeste,Cosméticos,229.29,45.77,10.0,Manteiga de manga_Setembro_400
2025-09-21,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Cosméticos,143.31,95.96,8.0,Manteiga de manga_Setembro_401
2025-09-22,Manteiga de manga,Setembro,9,Exportacao,Exterior,Sabonetes,97.15,83.52,8.0,Manteiga de manga_Setembro_402
2025-09-25,Manteiga de manga,Setembro,9,Distribuidor,Sul,Ingredientes,135.29,89.45,6.0,Manteiga de manga_Setembro_403
2025-09-29,Manteiga de manga,Setembro,9,Industria,Nordeste,Farmacêutico,93.21,55.85,8.0,Manteiga de manga_Setembro_404
2025-09-10,Manteiga de manga,Setembro,9,Exportacao,Exterior,Ingredientes,145.7,62.38,8.0,Manteiga de manga_Setembro_405
2025-09-02,Manteiga de manga,Setembro,9,Industria,Sul,Farmacêutico,88.41,66.27,8.0,Manteiga de manga_Setembro_406
2025-09-29,Manteiga de manga,Setembro,9,Industria,Sudeste,Sabonetes,182.55,64.98,9.0,Manteiga de manga_Setembro_407
2025-09-29,Manteiga de manga,Setembro,9,Distribuidor,Sul,Farmacêutico,110.05,49.28,,Manteiga de manga_Setembro_408
2025-09-10,Manteiga de manga,Setembro,9,Industria,Sul,Ingredientes,149.8,75.06,7.0,Manteiga de manga_Setembro_409
2025-09-21,Manteiga de manga,Setembro,9,Industria,Norte,Farmacêutico,185.6,86.31,8.0,Manteiga de manga_Setembro_410
2025-09-15,Manteiga de manga,Setembro,9,Exportacao,Exterior,Perfumaria,180.1,115.6,7.0,Manteiga de manga_Setembro_411
2025-09-13,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Sabonetes,142.19,113.45,10.0,Manteiga de manga_Setembro_412
2025-09-12,Manteiga de manga,Setembro,9,Industria,Sul,Sabonetes,126.45,92.01,9.0,Manteiga de manga_Setembro_413
2025-09-14,Manteiga de manga,Setembro,9,Industria,Nordeste,Farmacêutico,134.85,56.41,,Manteiga de manga_Setembro_414
2025-09-01,Manteiga de manga,Setembro,9,Industria,Nordeste,Farmacêutico,59.62,52.85,6.0,Manteiga de manga_Setembro_415
2025-09-17,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Ingredientes,56.0,118.6,8.0,Manteiga de manga_Setembro_416
2025-09-13,Manteiga de manga,Setembro,9,Exportacao,Exterior,Farmacêutico,65.43,49.08,7.0,Manteiga de manga_Setembro_417
2025-09-01,Manteiga de manga,Setembro,9,Industria,Sul,Ingredientes,103.96,68.28,8.0,Manteiga de manga_Setembro_418
2025-09-28,Manteiga de manga,Setembro,9,Industria,Centro-Oeste,Cosméticos,125.54,56.84,7.0,Manteiga de manga_Setembro_419
2025-09-13,Manteiga de manga,Setembro,9,Distribuidor,Sudeste,Ingredientes,103.11,45.88,7.0,Manteiga de manga_Setembro_420
