teor_umidade_pct,indice_acidez_mgKOH_g,ponto_fusao_c,indice_oxidacao_1a10,certificacao_exigida,id_pedido
0.18,4.31,32.75,8.0,Internacional,Manteiga de manga_Setembro_586
0.35,3.46,31.43,7.0,ANVISA,Manteiga de manga_Setembro_587
1.08,5.95,34.99,7.0,ANVISA,Manteiga de manga_Setembro_588
0.92,3.55,35.69,10.0,Internacional,Manteiga de manga_Setembro_589
0.53,2.93,31.85,7.0,ISO-HACCP,Manteiga de manga_Setembro_590
1.2,1.0,32.03,7.826709526592636,Nenhuma,Manteiga de manga_Setembro_591
0.63,3.12,32.43,6.0,ANVISA,Manteiga de manga_Setembro_592
0.63,2.06,33.95,10.0,ISO-HACCP,Manteiga de manga_Setembro_593
0.59,5.74,29.15,9.0,ISO-HACCP,Manteiga de manga_Setembro_594
1.02,2.39,33.4,8.0,ANVISA,Manteiga de manga_Setembro_595
0.51,4.58,33.86,9.0,ANVISA,Manteiga de manga_Setembro_596
0.97,3.32,30.08,8.0,ISO-HACCP,Manteiga de manga_Setembro_597
0.81,4.26,34.22,8.0,ANVISA,Manteiga de manga_Setembro_598
0.7,5.21,34.94,7.0,ANVISA,Manteiga de manga_Setembro_599
0.19,2.33,33.8,10.0,ISO-HACCP,Manteiga de manga_Setembro_600
0.68,2.87,34.15,8.0,ANVISA,Manteiga de manga_Setembro_601
0.67,6.81,35.01,7.0,Internacional,Manteiga de manga_Setembro_602
0.39,3.93,32.5,9.0,ISO-HACCP,Manteiga de manga_Setembro_603
0.84,5.74,34.19,7.0,ANVISA,Manteiga de manga_Setembro_604
0.7,3.95,33.87,8.0,ISO-HACCP,Manteiga de manga_Setembro_605
0.63,6.45,32.17,7.0,ANVISA,Manteiga de manga_Setembro_606
0.71,4.43,31.91,8.0,ISO-HACCP,Manteiga de manga_Setembro_607
1.35,5.22,34.3,9.0,ANVISA,Manteiga de manga_Setembro_608
0.67,2.62,28.0,8.0,Nenhuma,Manteiga de manga_Setembro_609
0.95,4.15,30.08,8.0,ANVISA,Manteiga de manga_Setembro_610
0.75,5.01,35.26,7.0,Internacional,Manteiga de manga_Setembro_611
0.52,6.74,33.72,7.0,ISO-HACCP,Manteiga de manga_Setembro_612
0.49,4.58,33.1,7.826709526592636,Nenhuma,Manteiga de manga_Setembro_613
0.86,3.88,34.93,8.0,ANVISA,Manteiga de manga_Setembro_614
0.24,3.23,34.23,6.0,Nenhuma,Manteiga de manga_Setembro_615
0.7,4.19,34.48,7.0,ANVISA,Manteiga de manga_Setembro_616
0.72,3.95,31.45,7.0,ISO-HACCP,Manteiga de manga_Setembro_617
0.23,5.7,31.02,7.826709526592636,Internacional,Manteiga de manga_Setembro_618
0.63,4.2,35.59,5.0,Nenhuma,Manteiga de manga_Setembro_619
0.84,2.72,32.99,8.0,ISO-HACCP,Manteiga de manga_Setembro_620
0.26,3.53,31.12,8.0,Nenhuma,Manteiga de manga_Setembro_621
0.61,8.16,34.39,7.0,ANVISA,Manteiga de manga_Setembro_622
0.57,3.82,32.42,9.0,Internacional,Manteiga de manga_Setembro_623
0.67,3.79,35.78,8.0,ISO-HACCP,Manteiga de manga_Setembro_624
0.65,7.72,36.03,8.0,Nenhuma,Manteiga de manga_Setembro_625
0.88,4.07,33.07,7.0,Internacional,Manteiga de manga_Setembro_626
0.92,4.21,35.15,7.0,ANVISA,Manteiga de manga_Setembro_627
0.6,3.91,29.35,7.0,ANVISA,Manteiga de manga_Setembro_628
0.41,1.82,35.98,8.0,ISO-HACCP,Manteiga de manga_Setembro_629
0.53,4.99,33.76,7.0,Internacional,Manteiga de manga_Setembro_630
0.58,6.05,30.44,9.0,Internacional,Manteiga de manga_Setembro_631
0.48,6.14,34.38,8.0,ANVISA,Manteiga de manga_Setembro_632
0.35,4.36,30.17,6.0,ANVISA,Manteiga de manga_Setembro_633
0.59,5.72,35.85,8.0,ANVISA,Manteiga de manga_Setembro_634
0.39,3.09,31.23,8.0,ISO-HACCP,Manteiga de manga_Setembro_635
0.55,4.23,32.36,7.826709526592636,Internacional,Manteiga de manga_Setembro_636
0.99,6.54,34.24,7.0,ANVISA,Manteiga de manga_Setembro_637
0.81,6.76,32.16,8.0,Internacional,Manteiga de manga_Setembro_638
0.98,2.97,32.52,8.0,ANVISA,Manteiga de manga_Setembro_639
0.3,1.33,33.7,6.0,ISO-HACCP,Manteiga de manga_Setembro_640
0.81,1.0,32.56,8.0,Internacional,Manteiga de manga_Setembro_641
0.71,3.27,36.38,6.0,Internacional,Manteiga de manga_Setembro_642
1.15,4.29,34.19,10.0,ISO-HACCP,Manteiga de manga_Setembro_643
0.92,4.99,30.23,10.0,Nenhuma,Manteiga de manga_Setembro_644
0.6,5.66,35.32,7.826709526592636,Internacional,Manteiga de manga_Setembro_645
0.28,5.03,28.75,7.0,ISO-HACCP,Manteiga de manga_Setembro_646
1.07,4.87,33.05,7.0,ANVISA,Manteiga de manga_Setembro_647
0.65,4.07,35.53,8.0,ISO-HACCP,Manteiga de manga_Setembro_648
0.42,4.13,32.73,7.0,ANVISA,Manteiga de manga_Setembro_649
0.91,2.07,37.54,7.0,Internacional,Manteiga de manga_Setembro_650
0.6,2.77,28.0,6.0,ISO-HACCP,Manteiga de manga_Setembro_651
0.27,1.51,33.42,7.0,ANVISA,Manteiga de manga_Setembro_652
0.2,6.0,36.05,9.0,ISO-HACCP,Manteiga de manga_Setembro_653
0.78,3.62,30.42,8.0,Internacional,Manteiga de manga_Setembro_654
0.15,7.16,34.54,9.0,ISO-HACCP,Manteiga de manga_Setembro_655
0.51,3.92,31.18,9.0,ISO-HACCP,Manteiga de manga_Setembro_656
0.53,2.83,34.14,9.0,ISO-HACCP,Manteiga de manga_Setembro_657
0.82,4.2,34.38,7.0,ANVISA,Manteiga de manga_Setembro_658
0.76,5.48,36.16,8.0,ISO-HACCP,Manteiga de manga_Setembro_659
0.56,2.63,30.44,8.0,Internacional,Manteiga de manga_Setembro_660
0.53,3.98,34.58,7.0,ISO-HACCP,Manteiga de manga_Setembro_661
0.68,4.86,36.48,8.0,ISO-HACCP,Manteiga de manga_Setembro_662
0.85,4.05,35.32,7.0,ANVISA,Manteiga de manga_Setembro_663
0.83,2.19,33.03,7.0,Internacional,Manteiga de manga_Setembro_664
0.31,3.43,28.69,8.0,ISO-HACCP,Manteiga de manga_Setembro_665
0.68,4.81,35.63,10.0,ISO-HACCP,Manteiga de manga_Setembro_666
0.9,3.43,32.88,9.0,Nenhuma,Manteiga de manga_Setembro_667
0.89,5.45,35.83,8.0,Nenhuma,Manteiga de manga_Setembro_668
0.65,3.75,32.84,8.0,ANVISA,Manteiga de manga_Setembro_669
0.71,1.0,34.38,7.0,ISO-HACCP,Manteiga de manga_Setembro_670
0.51,4.79,32.8,8.0,Internacional,Manteiga de manga_Setembro_671
0.52,2.72,33.3,9.0,ISO-HACCP,Manteiga de manga_Setembro_672
0.94,5.77,37.48,7.0,Nenhuma,Manteiga de manga_Setembro_673
0.58,2.09,30.24,7.0,ISO-HACCP,Manteiga de manga_Setembro_674
0.17,3.5,32.72,7.0,Nenhuma,Manteiga de manga_Setembro_675
0.1,5.34,28.62,7.0,ISO-HACCP,Manteiga de manga_Setembro_676
0.79,3.53,33.94,10.0,ANVISA,Manteiga de manga_Setembro_677
0.5,2.36,30.39,6.0,ISO-HACCP,Manteiga de manga_Setembro_678
0.95,3.22,32.37,8.0,ANVISA,Manteiga de manga_Setembro_679
0.58,5.06,34.87,8.0,Internacional,Manteiga de manga_Setembro_680
0.45,4.17,32.45,7.0,Nenhuma,Manteiga de manga_Setembro_681
0.22,3.16,33.78,9.0,Internacional,Manteiga de manga_Setembro_682
0.62,1.0,32.78,6.0,,Manteiga de manga_Setembro_683
0.55,4.91,32.5,7.0,ISO-HACCP,Manteiga de manga_Setembro_684
0.7,4.42,34.82,9.0,Internacional,Manteiga de manga_Setembro_685
0.54,4.23,32.9,9.0,ANVISA,Manteiga de manga_Setembro_686
0.63,5.95,32.87,10.0,Internacional,Manteiga de manga_Setembro_687
0.88,5.83,31.4,8.0,Internacional,Manteiga de manga_Setembro_688
0.11,2.3,30.82,7.0,Internacional,Manteiga de manga_Setembro_689
0.62,6.1,36.17,8.0,ISO-HACCP,Manteiga de manga_Setembro_690
1.0,4.44,32.47,9.0,ISO-HACCP,Manteiga de manga_Setembro_691
0.1,1.25,31.6,8.0,Internacional,Manteiga de manga_Setembro_692
0.92,7.35,36.6,8.0,ISO-HACCP,Manteiga de manga_Setembro_693
1.21,4.38,32.96,7.0,ANVISA,Manteiga de manga_Setembro_694
0.73,3.94,34.01,8.0,ANVISA,Manteiga de manga_Setembro_695
0.74,5.19,36.67,7.0,Nenhuma,Manteiga de manga_Setembro_696
1.23,6.47,34.11,10.0,ISO-HACCP,Manteiga de manga_Setembro_697
0.61,4.97,30.66,7.0,ANVISA,Manteiga de manga_Setembro_698
0.57,4.31,32.07,10.0,ANVISA,Manteiga de manga_Setembro_699
0.46,4.43,31.19,7.0,ANVISA,Manteiga de manga_Outubro_0
0.52,5.47,32.1,8.0,ANVISA,Manteiga de manga_Outubro_1
0.74,2.13,33.11,9.0,Internacional,Manteiga de manga_Outubro_2
0.49,5.48,33.26,6.0,ISO-HACCP,Manteiga de manga_Outubro_3
0.71,2.8,35.53,8.0,ISO-HACCP,Manteiga de manga_Outubro_4
0.79,1.0,33.75,8.0,Internacional,Manteiga de manga_Outubro_5
0.68,5.6,28.0,8.0,ISO-HACCP,Manteiga de manga_Outubro_6
0.77,3.61,30.81,8.0,Internacional,Manteiga de manga_Outubro_7
0.44,3.19,32.87,8.0,ANVISA,Manteiga de manga_Outubro_8
0.73,4.45,33.17,8.0,Internacional,Manteiga de manga_Outubro_9
0.65,1.41,30.88,10.0,Internacional,Manteiga de manga_Outubro_10
0.76,3.87,31.82,9.0,Internacional,Manteiga de manga_Outubro_11
0.66,1.47,30.16,7.0,ANVISA,Manteiga de manga_Outubro_12
0.1,4.87,33.57,8.0,ANVISA,Manteiga de manga_Outubro_13
1.0,4.96,35.75,6.0,ISO-HACCP,Manteiga de manga_Outubro_14
0.82,3.79,32.65,6.0,Nenhuma,Manteiga de manga_Outubro_15
0.9,3.71,31.58,8.0,Internacional,Manteiga de manga_Outubro_16
0.44,4.68,34.52,7.0,Internacional,Manteiga de manga_Outubro_17
0.49,5.69,37.88,7.0,ANVISA,Manteiga de manga_Outubro_18
0.48,5.02,36.86,7.0,ANVISA,Manteiga de manga_Outubro_19
0.49,6.48,33.61,6.0,Internacional,Manteiga de manga_Outubro_20
0.47,4.63,34.19,9.0,ANVISA,Manteiga de manga_Outubro_21
1.19,7.69,34.92,10.0,Nenhuma,Manteiga de manga_Outubro_22
0.94,4.49,35.38,7.0,ISO-HACCP,Manteiga de manga_Outubro_23
0.34,6.96,35.55,7.0,ANVISA,Manteiga de manga_Outubro_24
0.71,4.36,33.08,8.0,Internacional,Manteiga de manga_Outubro_25
1.04,5.01,35.64,10.0,ISO-HACCP,Manteiga de manga_Outubro_26
0.7,5.03,32.85,7.826709526592636,ISO-HACCP,Manteiga de manga_Outubro_27
0.63,4.41,30.42,6.0,Internacional,Manteiga de manga_Outubro_28
0.53,4.31,33.7,8.0,Internacional,Manteiga de manga_Outubro_29
0.65,8.17,31.59,9.0,ANVISA,Manteiga de manga_Outubro_30
0.1,5.19,35.42,9.0,Nenhuma,Manteiga de manga_Outubro_31
0.77,3.64,32.2,6.0,Internacional,Manteiga de manga_Outubro_32
0.76,3.77,34.19,9.0,Internacional,Manteiga de manga_Outubro_33
0.34,5.11,33.76,8.0,Internacional,Manteiga de manga_Outubro_34
0.74,6.76,31.24,7.0,ANVISA,Manteiga de manga_Outubro_35
0.8,3.76,31.58,9.0,ISO-HACCP,Manteiga de manga_Outubro_36
0.83,4.32,32.96,6.0,ISO-HACCP,Manteiga de manga_Outubro_37
0.77,4.66,35.74,9.0,Internacional,Manteiga de manga_Outubro_38
1.15,3.62,30.26,8.0,Internacional,Manteiga de manga_Outubro_39
0.31,5.26,28.98,10.0,ISO-HACCP,Manteiga de manga_Outubro_40
0.46,5.58,32.47,8.0,ANVISA,Manteiga de manga_Outubro_41
1.12,3.67,33.86,8.0,ISO-HACCP,Manteiga de manga_Outubro_42
0.49,2.87,32.94,8.0,Internacional,Manteiga de manga_Outubro_43
0.35,4.9,28.53,8.0,Internacional,Manteiga de manga_Outubro_44
0.69,4.13,33.14,7.0,Internacional,Manteiga de manga_Outubro_45
0.17,2.99,36.25,8.0,ANVISA,Manteiga de manga_Outubro_46
0.17,4.84,32.39,8.0,ANVISA,Manteiga de manga_Outubro_47
0.75,4.99,32.95,5.0,Internacional,Manteiga de manga_Outubro_48
0.79,1.97,34.25,9.0,Internacional,Manteiga de manga_Outubro_49
1.03,5.4,32.96,7.0,,Manteiga de manga_Outubro_50
1.01,3.55,33.4,7.0,ANVISA,Manteiga de manga_Outubro_51
0.45,4.9,31.59,5.0,ISO-HACCP,Manteiga de manga_Outubro_52
0.74,5.22,31.82,7.0,Internacional,Manteiga de manga_Outubro_53
1.09,2.77,32.09,8.0,ANVISA,Manteiga de manga_Outubro_54
0.52,1.38,34.7,7.0,Nenhuma,Manteiga de manga_Outubro_55
0.67,4.6,34.25,7.0,ANVISA,Manteiga de manga_Outubro_56
0.7,2.88,32.2,8.0,ANVISA,Manteiga de manga_Outubro_57
0.61,6.71,34.41,9.0,Internacional,Manteiga de manga_Outubro_58
1.15,5.43,28.29,7.0,ANVISA,Manteiga de manga_Outubro_59
0.43,4.29,33.93,6.0,Internacional,Manteiga de manga_Outubro_60
0.28,4.32,32.48,8.0,ISO-HACCP,Manteiga de manga_Outubro_61
0.46,4.9,29.91,9.0,ISO-HACCP,Manteiga de manga_Outubro_62
0.2,4.13,30.1,8.0,ANVISA,Manteiga de manga_Outubro_63
0.95,6.17,28.0,9.0,ANVISA,Manteiga de manga_Outubro_64
0.96,4.23,33.73,7.0,ANVISA,Manteiga de manga_Outubro_65
0.42,2.11,29.67,7.0,ISO-HACCP,Manteiga de manga_Outubro_66
0.44,6.96,34.68,7.0,ISO-HACCP,Manteiga de manga_Outubro_67
0.21,3.46,33.56,7.0,ISO-HACCP,Manteiga de manga_Outubro_68
0.75,4.85,30.05,7.0,Nenhuma,Manteiga de manga_Outubro_69
0.57,3.47,34.33,9.0,Internacional,Manteiga de manga_Outubro_70
0.4,5.15,30.87,9.0,ISO-HACCP,Manteiga de manga_Outubro_71
0.39,5.97,29.78,8.0,ISO-HACCP,Manteiga de manga_Outubro_72
0.67,6.77,30.23,7.0,Nenhuma,Manteiga de manga_Outubro_73
0.54,3.52,36.75,8.0,ISO-HACCP,Manteiga de manga_Outubro_74
0.51,5.34,35.9,6.0,ISO-HACCP,Manteiga de manga_Outubro_75
1.3,5.19,30.18,9.0,ISO-HACCP,Manteiga de manga_Outubro_76
0.68,5.97,32.99,7.0,Internacional,Manteiga de manga_Outubro_77
1.01,4.9,31.38,9.0,ANVISA,Manteiga de manga_Outubro_78
0.8,2.46,33.62,4.0,Internacional,Manteiga de manga_Outubro_79
0.4,3.31,31.89,9.0,Internacional,Manteiga de manga_Outubro_80
0.61,2.77,32.62,7.0,ISO-HACCP,Manteiga de manga_Outubro_81
0.77,4.23,34.54,7.0,ISO-HACCP,Manteiga de manga_Outubro_82
0.94,6.21,28.96,9.0,ISO-HACCP,Manteiga de manga_Outubro_83
0.35,6.92,29.39,8.0,,Manteiga de manga_Outubro_84
0.22,5.64,33.41,8.0,ISO-HACCP,Manteiga de manga_Outubro_85
0.58,4.58,33.92,9.0,ANVISA,Manteiga de manga_Outubro_86
0.1,4.45,34.79,8.0,ANVISA,Manteiga de manga_Outubro_87
0.52,4.71,35.16,10.0,Internacional,Manteiga de manga_Outubro_88
0.43,4.09,28.85,7.0,ANVISA,Manteiga de manga_Outubro_89
0.1,2.25,31.81,8.0,Nenhuma,Manteiga de manga_Outubro_90
0.59,2.1,33.12,9.0,Nenhuma,Manteiga de manga_Outubro_91
1.17,6.32,31.04,7.0,ANVISA,Manteiga de manga_Outubro_92
0.33,2.35,31.83,10.0,Internacional,Manteiga de manga_Outubro_93
0.52,5.5,29.35,7.0,ANVISA,Manteiga de manga_Outubro_94
0.81,4.33,34.13,7.0,ANVISA,Manteiga de manga_Outubro_95
0.6,2.22,30.68,9.0,ANVISA,Manteiga de manga_Outubro_96
0.56,8.81,28.5,8.0,ISO-HACCP,Manteiga de manga_Outubro_97
0.53,6.52,31.68,9.0,ANVISA,Manteiga de manga_Outubro_98
0.25,2.44,34.15,10.0,ISO-HACCP,Manteiga de manga_Outubro_99
0.49,4.5,33.3,8.0,ANVISA,Manteiga de manga_Outubro_100
0.39,1.95,32.92,9.0,Internacional,Manteiga de manga_Outubro_101
0.33,3.85,32.69,6.0,Internacional,Manteiga de manga_Outubro_102
0.61,6.08,34.06,7.0,ANVISA,Manteiga de manga_Outubro_103
0.76,1.92,28.0,9.0,Internacional,Manteiga de manga_Outubro_104
0.76,4.75,34.23,6.0,Nenhuma,Manteiga de manga_Outubro_105
0.37,5.11,34.07,8.0,ANVISA,Manteiga de manga_Outubro_106
0.5,4.42,33.24,7.0,ISO-HACCP,Manteiga de manga_Outubro_107
0.73,6.03,36.59,6.0,ANVISA,Manteiga de manga_Outubro_108
0.45,6.47,34.05,10.0,ANVISA,Manteiga de manga_Outubro_109
0.54,3.82,35.93,9.0,ISO-HACCP,Manteiga de manga_Outubro_110
0.83,5.15,33.7,8.0,ANVISA,Manteiga de manga_Outubro_111
0.73,3.95,31.84,9.0,ISO-HACCP,Manteiga de manga_Outubro_112
0.82,7.04,31.85,8.0,Internacional,Manteiga de manga_Outubro_113
0.98,2.37,35.67,7.0,ISO-HACCP,Manteiga de manga_Outubro_114
0.28,5.56,29.74,6.0,ANVISA,Manteiga de manga_Outubro_115
0.31,8.36,31.4,8.0,Internacional,Manteiga de manga_Outubro_116
1.32,3.02,34.27,7.0,ISO-HACCP,Manteiga de manga_Outubro_117
0.57,3.41,32.25,8.0,ANVISA,Manteiga de manga_Outubro_118
0.94,4.87,33.27,9.0,ANVISA,Manteiga de manga_Outubro_119
0.98,7.26,33.77,7.0,ANVISA,Manteiga de manga_Outubro_120
0.26,2.97,32.68,9.0,Internacional,Manteiga de manga_Outubro_121
0.12,6.71,30.6,7.0,ANVISA,Manteiga de manga_Outubro_122
0.54,6.03,33.81,8.0,ANVISA,Manteiga de manga_Outubro_123
0.79,2.21,31.33,7.0,ISO-HACCP,Manteiga de manga_Outubro_124
0.42,6.54,35.96,6.0,ANVISA,Manteiga de manga_Outubro_125
0.78,3.3,32.27,9.0,ANVISA,Manteiga de manga_Outubro_126
0.81,7.24,33.02,9.0,ISO-HACCP,Manteiga de manga_Outubro_127
0.86,2.81,32.67,8.0,ANVISA,Manteiga de manga_Outubro_128
0.71,6.45,30.37,9.0,ISO-HACCP,Manteiga de manga_Outubro_129
0.1,4.73,30.21,8.0,ISO-HACCP,Manteiga de manga_Outubro_130
1.18,2.7,34.19,8.0,Nenhuma,Manteiga de manga_Outubro_131
0.81,3.63,34.31,9.0,Internacional,Manteiga de manga_Outubro_132
0.65,5.48,31.49,7.0,ISO-HACCP,Manteiga de manga_Outubro_133
0.43,1.36,31.19,7.0,Internacional,Manteiga de manga_Outubro_134
0.43,5.59,29.17,9.0,ANVISA,Manteiga de manga_Outubro_135
0.8,1.0,31.98,9.0,Internacional,Manteiga de manga_Outubro_136
0.52,4.56,31.72,6.0,Internacional,Manteiga de manga_Outubro_137
0.58,5.38,31.01,7.0,ANVISA,Manteiga de manga_Outubro_138
0.87,4.14,34.38,7.0,ANVISA,Manteiga de manga_Outubro_139
0.65,3.88,30.36,9.0,ISO-HACCP,Manteiga de manga_Outubro_140
0.1,2.04,34.23,6.0,ANVISA,Manteiga de manga_Outubro_141
0.88,3.42,33.21,9.0,Internacional,Manteiga de manga_Outubro_142
0.34,4.04,31.53,9.0,Internacional,Manteiga de manga_Outubro_143
0.87,7.06,34.2,7.0,Internacional,Manteiga de manga_Outubro_144
0.59,1.14,31.76,7.0,ANVISA,Manteiga de manga_Outubro_145
0.59,5.52,34.71,6.0,ISO-HACCP,Manteiga de manga_Outubro_146
0.65,2.97,32.56,6.0,Nenhuma,Manteiga de manga_Outubro_147
1.09,4.68,32.34,8.0,Nenhuma,Manteiga de manga_Outubro_148
0.82,4.22,30.27,7.0,ISO-HACCP,Manteiga de manga_Outubro_149
0.72,2.98,29.46,9.0,Nenhuma,Manteiga de manga_Outubro_150
0.4,4.24,29.81,8.0,,Manteiga de manga_Outubro_151
0.64,4.93,31.74,6.0,ISO-HACCP,Manteiga de manga_Outubro_152
0.41,6.57,31.07,8.0,ISO-HACCP,Manteiga de manga_Outubro_153
0.55,7.04,32.91,8.0,ISO-HACCP,Manteiga de manga_Outubro_154
0.53,6.32,36.39,10.0,,Manteiga de manga_Outubro_155
0.1,5.87,34.07,9.0,ANVISA,Manteiga de manga_Outubro_156
0.5,5.4,36.69,8.0,Internacional,Manteiga de manga_Outubro_157
0.59,3.01,34.14,7.826709526592636,Internacional,Manteiga de manga_Outubro_158
0.45,3.68,30.44,6.0,Internacional,Manteiga de manga_Outubro_159
0.24,6.33,36.71,6.0,Nenhuma,Manteiga de manga_Outubro_160
0.83,3.85,33.46,9.0,Internacional,Manteiga de manga_Outubro_161
0.42,2.64,33.29,10.0,ANVISA,Manteiga de manga_Outubro_162
0.98,2.9,30.46,9.0,ANVISA,Manteiga de manga_Outubro_163
0.61,2.95,35.92,8.0,Internacional,Manteiga de manga_Outubro_164
1.21,5.76,30.94,9.0,ANVISA,Manteiga de manga_Outubro_165
0.58,4.39,33.52,8.0,ANVISA,Manteiga de manga_Outubro_166
0.35,3.33,34.54,8.0,ISO-HACCP,Manteiga de manga_Outubro_167
0.32,3.69,36.89,8.0,ISO-HACCP,Manteiga de manga_Outubro_168
0.57,2.13,32.8,8.0,Internacional,Manteiga de manga_Outubro_169
0.13,1.88,32.74,8.0,ISO-HACCP,Manteiga de manga_Outubro_170
0.49,5.04,35.96,7.0,Internacional,Manteiga de manga_Outubro_171
0.42,7.05,31.91,10.0,Internacional,Manteiga de manga_Outubro_172
0.64,2.89,31.74,8.0,ANVISA,Manteiga de manga_Outubro_173
1.06,4.78,33.19,7.0,ISO-HACCP,Manteiga de manga_Outubro_174
0.6,4.27,30.8,9.0,,Manteiga de manga_Outubro_175
0.28,6.15,32.64,7.0,ANVISA,Manteiga de manga_Outubro_176
0.23,3.14,35.27,6.0,ISO-HACCP,Manteiga de manga_Outubro_177
1.24,3.37,33.83,7.826709526592636,ISO-HACCP,Manteiga de manga_Outubro_178
0.67,3.46,32.45,9.0,Internacional,Manteiga de manga_Outubro_179
0.31,3.39,32.86,8.0,ISO-HACCP,Manteiga de manga_Outubro_180
0.97,6.7,34.24,9.0,ANVISA,Manteiga de manga_Outubro_181
0.54,3.77,29.14,9.0,Internacional,Manteiga de manga_Outubro_182
0.16,2.0,32.98,7.0,Internacional,Manteiga de manga_Outubro_183
0.1,4.49,31.37,9.0,Internacional,Manteiga de manga_Outubro_184
0.1,2.57,32.84,9.0,ANVISA,Manteiga de manga_Outubro_185
0.24,4.25,34.14,8.0,ANVISA,Manteiga de manga_Outubro_186
1.35,2.89,35.33,7.0,Nenhuma,Manteiga de manga_Outubro_187
0.71,7.28,28.84,8.0,Internacional,Manteiga de manga_Outubro_188
0.61,6.39,34.48,9.0,Internacional,Manteiga de manga_Outubro_189
0.61,4.09,33.12,8.0,Internacional,Manteiga de manga_Outubro_190
0.16,6.79,33.37,6.0,ANVISA,Manteiga de manga_Outubro_191
0.62,6.8,32.07,7.0,ISO-HACCP,Manteiga de manga_Outubro_192
0.1,3.73,31.6,7.0,ISO-HACCP,Manteiga de manga_Outubro_193
0.81,2.23,32.97,7.0,ISO-HACCP,Manteiga de manga_Outubro_194
0.47,5.02,31.81,7.0,Nenhuma,Manteiga de manga_Outubro_195
0.59,3.96,34.08,9.0,Internacional,Manteiga de manga_Outubro_196
0.36,5.63,31.77,9.0,Internacional,Manteiga de manga_Outubro_197
0.59,4.41,31.61,7.0,Internacional,Manteiga de manga_Outubro_198
0.46,1.57,32.69,3.0,ISO-HACCP,Manteiga de manga_Outubro_199
0.42,4.17,30.27,7.0,ISO-HACCP,Manteiga de manga_Outubro_200
0.84,1.0,34.62,8.0,ISO-HACCP,Manteiga de manga_Outubro_201
0.89,1.0,33.55,8.0,ISO-HACCP,Manteiga de manga_Outubro_202
0.28,4.78,28.4,8.0,ISO-HACCP,Manteiga de manga_Outubro_203
0.92,4.75,34.6,7.826709526592636,Internacional,Manteiga de manga_Outubro_204
0.67,3.32,34.8,9.0,ISO-HACCP,Manteiga de manga_Outubro_205
0.44,4.24,35.7,9.0,ANVISA,Manteiga de manga_Outubro_206
0.49,4.35,35.68,8.0,Internacional,Manteiga de manga_Outubro_207
0.46,4.06,30.99,8.0,Nenhuma,Manteiga de manga_Outubro_208
0.74,4.5,32.91,7.0,ISO-HACCP,Manteiga de manga_Outubro_209
0.44,5.98,31.62,9.0,ANVISA,Manteiga de manga_Outubro_210
0.27,6.56,34.0,10.0,Internacional,Manteiga de manga_Outubro_211
0.27,5.55,31.49,9.0,ISO-HACCP,Manteiga de manga_Outubro_212
0.27,4.36,29.33,10.0,ANVISA,Manteiga de manga_Outubro_213
0.4,3.29,35.24,7.0,ANVISA,Manteiga de manga_Outubro_214
0.56,1.85,34.51,7.0,ISO-HACCP,Manteiga de manga_Outubro_215
0.98,2.97,32.15,7.0,Internacional,Manteiga de manga_Outubro_216
0.51,3.88,31.75,10.0,ANVISA,Manteiga de manga_Outubro_217
0.6,3.24,37.11,8.0,ANVISA,Manteiga de manga_Outubro_218
0.62,5.79,33.27,8.0,Internacional,Manteiga de manga_Outubro_219
0.51,4.4,33.83,9.0,Internacional,Manteiga de manga_Outubro_220
0.47,2.75,33.24,8.0,ANVISA,Manteiga de manga_Outubro_221
0.69,6.47,32.05,8.0,Internacional,Manteiga de manga_Outubro_222
0.91,4.27,32.07,6.0,ISO-HACCP,Manteiga de manga_Outubro_223
0.95,3.74,30.55,8.0,Internacional,Manteiga de manga_Outubro_224
0.57,1.76,36.89,8.0,Internacional,Manteiga de manga_Outubro_225
0.38,5.27,36.45,7.0,ISO-HACCP,Manteiga de manga_Outubro_226
0.75,2.95,39.5,7.0,ANVISA,Manteiga de manga_Outubro_227
0.19,3.48,35.6,8.0,Internacional,Manteiga de manga_Outubro_228
0.6,4.26,35.24,8.0,Internacional,Manteiga de manga_Outubro_229
0.68,4.3,32.89,5.0,Nenhuma,Manteiga de manga_Outubro_230
0.54,3.67,28.72,7.0,ANVISA,Manteiga de manga_Outubro_231
0.47,5.15,33.99,6.0,ANVISA,Manteiga de manga_Outubro_232
0.58,5.1,35.1,7.0,ISO-HACCP,Manteiga de manga_Outubro_233
0.35,5.99,32.88,9.0,ISO-HACCP,Manteiga de manga_Outubro_234
0.45,3.34,32.12,8.0,ANVISA,Manteiga de manga_Outubro_235
0.58,7.49,30.22,7.0,ISO-HACCP,Manteiga de manga_Outubro_236
0.64,4.8,34.91,8.0,ISO-HACCP,Manteiga de manga_Outubro_237
0.1,5.77,29.45,9.0,ISO-HACCP,Manteiga de manga_Outubro_238
0.58,6.88,30.93,7.0,ISO-HACCP,Manteiga de manga_Outubro_239
0.43,4.47,33.72,9.0,ANVISA,Manteiga de manga_Outubro_240
0.49,2.17,35.06,7.0,ANVISA,Manteiga de manga_Outubro_241
0.74,2.54,32.07,8.0,Nenhuma,Manteiga de manga_Outubro_242
0.58,6.4,31.54,9.0,ANVISA,Manteiga de manga_Outubro_243
1.05,2.9,33.15,8.0,Internacional,Manteiga de manga_Outubro_244
